Category,Company,City,Phone,Website,Decora fit
Home-decor retailer,Creative Shelf LLC,"Office J512, 5th Floor, Al Raihan Tower, Next to Movenpick Hotel, The Town square, Mamzar",+97142588826,,all families
Home-decor retailer,Creative Today Interiors LLC,Al Quoz 1,+97143474991,,all families
Home-decor retailer,Creative Touch Decor,,+97142692455,,all families
Home-decor retailer,Crown for Carpentry,Indl Area,+97192220283,,all families
Home-decor retailer,Crown House LLC,Corniche Rd,+97126663637,,all families
Home-decor retailer,Crystal Home Furniture Industry LLC,New Indl Area,,,all families
Home-decor retailer,Crystal Home Technical Services LLC,Business Bay,+97145458669,,all families
Home-decor retailer,Cube Wooden Work and Interior Design LLC,"Bhnd Nico Intl 1, I/Change 3, Al Quoz",+97143395573,,all families
Home-decor retailer,Cubics Design and Decor LLC,"46, Tower B, Zomorrodah Bldg, Umm Hureir Rd",+97143356422,,all families
Home-decor retailer,DABCON,"Office 40, Mezzanine Floor, Bulding 81&82, M 10, Musaffah",+97125556327,,all families
Home-decor retailer,Dais Interior Decor LLC,Jebel Ali Indl Area 1,+97148857698,,all families
Home-decor retailer,Dar Hashem Decor LLC,Intl City,+97144572477,,all families
Home-decor retailer,Dartek Contracting Company LLC,Dubai,+97143262639,,all families
Home-decor retailer,David Rae Designs of Merit,Al Barsha,+97143998142,,all families
Home-decor retailer,Deco Art,Al Quoz,+97143474600,,all families
Home-decor retailer,Deco Emirates Establishment,Dubai,+97148854660,,all families
Home-decor retailer,Decor For Me Interior Design & Fitout,"12, Old Khaleej Bldg, Near Abu Hail Metro Stn",+97142545596,,all families
Home-decor retailer,Decorati Interiors,"Near Galadari Driving Institute, Indl Area 4, Al Qusais",+97142581825,,all families
Home-decor retailer,Decoration and Carpentry Group,Dubai,+97172288813,,all families
Home-decor retailer,Decorpoint International LLC,"1, Umm Hureir Apt, Opp Arenco Bldg, Umm Hureir Rd",+97143376798,,all families
Home-decor retailer,Decortech,"677, Al Hayl",+97192222020,,all families
Home-decor retailer,Decotex Interiors,,+97143374111,,all families
Home-decor retailer,Decovision,"Bugati Bldg, Corniche Rd",+97126226663,,all families
Home-decor retailer,Deepa Interiors,"503, Manasek Travels Bldg, Near Al Muhairy Centre, Khalidiya St",+97126352333,,all families
Home-decor retailer,Deira Homes Furniture,"Near Caterpillar Bldg, Salahuddin Rd, Deira",+97142697733,,all families
Home-decor retailer,Delma Royal Building Material Trading LLC,"M 3, Mussafah",,,all families
Home-decor retailer,Delma Royal Trading LLC,"M 34, Bhnd KM Trdg, Mussafah",+97125502827,,all families
Home-decor retailer,Delta Point Technical Works LLC,,+97143468721,,all families
Home-decor retailer,Demasko Technical Works LLC,"Shop 4, Greece L 7, International City",+97144508595,,all families
Home-decor retailer,Denolex Polymers LLC,"Flat No. 104, Al Yassat Tower -1",+97165304433,,all families
Home-decor retailer,Derwent Interior Decor LLC,"Block 'A', Al Kawakeb Bldg, Next to Dusit Hotel, Sh Zayed Rd",+97143863939,,all families
Home-decor retailer,Des Moines Interiors,"Near UNB, Corniche Rd",+97126442484,,all families
Home-decor retailer,Desarch Building Contracting LLC,"Opp Automech, Al Aweer",+97143337012,,all families
Home-decor retailer,Design Club LLC,"Nilson Bldg, Al Diyafa Rd, Satwa",+97143981011,,all families
Home-decor retailer,Design Mart Contracting LLC,"Warehouse 2, Behind Al Habtoor Warehouse, Al Qusais Indl Area 3",+97142561903,,all families
Home-decor retailer,Design Motives,"1203, Opal Tower, Business Bay",+97145531081,,all families
Home-decor retailer,Diamond Choice Interior & Landscaping LLC,,+97144324951,,all families
Home-decor retailer,Diamond Quality Technical Services LLC,,+971566109063,,all families
Home-decor retailer,Dimensions Decoration and Furniture,"Al Faisal Bldg, King Faisal Rd",+97167666310,,all families
Home-decor retailer,Dinar Decor Contracting LLC,Al Sajaa,+97165360076,,all families
Home-decor retailer,Display Ideas Decor LLC,Al Quoz Industrial Area 4,+97143406556,,all families
Home-decor retailer,Dolson Interiors,Hor Al Anz,+97142661416,,all families
Home-decor retailer,Donil Design LLC,"City Avenue Bldg, Deira",+97142869900,,all families
Home-decor retailer,Door to Door Maintenance,"Near AGMC Workshop, Behind Al Ahli Driving School,  Al Quoz Industrial Area 4",+97143419672,,all families
Home-decor retailer,Dots & Lines Interiors,Al Garhoud,+97142955880,,all families
Home-decor retailer,Drapes Interio LLC,Al Quoz Industrial Area 4,,,all families
Home-decor retailer,Dubai Euro Contracting Co,Al Quoz Industrial Area 1,+97143392100,,all families
Home-decor retailer,Dubai Maintenance Company,Al Barsha,+971551482510,,all families
Home-decor retailer,Durable Works General Maintenance and Contracting LLC,"Tower A, Behind City Season Hotel, ADCP, Electra Street",+97126432838,,all families
Home-decor retailer,Dynamic General Maintenance and Decor Company LLC,"Between I/Change 2 & 3, Sh Zayed Rd",+97143380310,,all families
Home-decor retailer,E D P Architecture,Karama,+97143572570,,all families
Home-decor retailer,Eagle Eye Interior Design LLC,"Al Quoz 1, Near Veesham Printing Press",+97143214399,,all families
Home-decor retailer,Eastern Design Decoration,Ajman,+97167429931,,all families
Home-decor retailer,Eastern Dragon Oil Services LLC,"Al Markaz Industrial Park, SU 03/ B, Phase 1",+97124442446,,all families
Home-decor retailer,Echo Art Decor Cont,"Near Natl Paints, Indl Area 13",+97165344006,,all families
Home-decor retailer,Echo Art Interiors,"116, Makeen Bldg, Airport Rd",+97142567504,,all families
Home-decor retailer / Gift / corporate-gift,"Eclectic Furniture, Antiques and Collectables","Mashreq Bank Bldg, Khalidiya",+97126665158,,all families / decor objects + clocks + gifting
Home-decor retailer,Eco Art Interior,Dubai,+97143862666,,all families
Home-decor retailer,Elegant Interior Design LLC,Dubai,+97143858550,,all families
Home-decor retailer,Elegant Style Interiors LLC,Al Quoz Indl Area 4,+97143448092,,all families
Home-decor retailer,Elemech Interiors and Contracting,Dubai,+97143922962,,all families
Home-decor retailer,Element Interiors,,+97167484396,,all families
Home-decor retailer,Elenora Interior Design,"Villa 167, Jumeirah Beach Rd",+97143445559,,all families
Home-decor retailer,Elite Interior Formations LLC,"Bhnd Old RTA, Ramool, Rashidiya",+97142859105,,all families
Home-decor retailer,Elite Star Interiors & Maintenance,Deira,+971569430903,,all families
Home-decor retailer,ELS Interior Decoration LLC,,+97143809053,,all families
Home-decor retailer,Eminence Interiors LLC,"225, Block B, Business Village, Clock Tower, Deira",+971506522483,,all families
Home-decor retailer,Emirates Deers Furniture and Decor,"M 13, Mussafah",+97126211662,,all families
Home-decor retailer,Emirates Focus Design LLC,"Juma Aman Obaid building, Hor Al Anz, Deira",+97142659406,,all families
Home-decor retailer,Emirates Focus LLC,Al Qusais Indl Area 5,+97142583705,,all families
Home-decor retailer,Emitra Interior,"Office # 132, 2 Flr, Al Hilal Bank Bldg, Al Quasis",+971525075358,,all families
Home-decor retailer,Empire Interior Design LLC,Al Quoz Indl Area 4,+97143476158,,all families
Home-decor retailer,Emvees Interior Decor LLC,,+97167455366,,all families
Home-decor retailer,Engineering Corner Decor LLC,Al Ghusais Indl Area 3,+97142674020,,all families
Home-decor retailer,Ergonomic Furniture Trading,Al Barsha 1,+97147094153,,all families
Home-decor retailer,Esadore International,"1105, JBC 2, JLT",+97143617976,,all families
Home-decor retailer,Essential Decor LLC,"Office Number 508, Al Attar Business Center Building, Al Barsha",+971562323958,,all families
Home-decor retailer,Essentials Furniture & Decor Co LLC,Business Bay,+97144548916,,all families
Home-decor retailer,Estoria Decor,"Bhnd Juma Al Majid S/Room, Sanaiya",+97137214666,,all families
Home-decor retailer,Euro Home Interiors FZE,Hamriyah Free Zone,+97165260086,,all families
Home-decor retailer,Eve Designs and Interiors LLC,"Next to Emirates Mall, Al Quoz",+97143417722,,all families
Home-decor retailer,Excel Group of Companies,Dubai,+97143357953,,all families
Home-decor retailer,Excel Interiors,Al Quoz 1,+97143384343,,all families
Home-decor retailer,Excel Project Solutions LLC,"Office 117, Al Reyami Building, Near Karama Post Office, Karama",+97143180258,,all families
Home-decor retailer,Excellent Interior,Al Thoba,+971558617406,,all families
Home-decor retailer,Exclusive Decor,ICAD 3,,,all families
Home-decor retailer,Exotic Interiors Studio,"Warehouse No. 4, 16-C Street, Al Quoz Industrial Area 4",+97145668223,,all families
Home-decor retailer,Expressions FZE,SAIF Zone,+97165489250,,all families
Home-decor retailer,Fairfield Wood Works LLC,Dubai,+97142284435,,all families
Home-decor retailer,Fairooz Technical Works LLC,"Near Galadari Driving, Al Qusais",+97142205134,,all families
Home-decor retailer,Faqruddin Carpentry Decor and Technical Works,"Office 5, Sakti Building, 13th Street, Musaffah",+971568961075,,all families
Home-decor retailer,Fareed Carpentry,"Opp Labour Medical, Ind. Area No.6",+97165432167,,all families
Home-decor retailer,Fautaeh Furniture and Decoration LLC,"Al Hayai Bldg, Opp Grand Stores, Khalidiya",+97126217400,,all families
Home-decor retailer,Fine Tech Electromechanical Works LLC,"Room 403, Al Malik 4, Al Marrar, Deira",+971564094472,,all families
Home-decor retailer,Fineline Interiors,"Al Aweidah Bldg, Liwa St",+97126220080,,all families
Home-decor retailer,Firas Decor,Hamdan Str,+97126710003,,all families
Home-decor retailer,Fitout Centre By Electrozone LLC,"3209, The Cidatel Tower, Business Bay",+97143688080,,all families
Home-decor retailer,Fix And Fitouts LLC,"Desert Spring Village, Sheikh Zayed Road, Tecom",+97143408712,,all families
Home-decor retailer,Fixit Interior Design LLC,Al Barsha,+971567623461,,all families
Home-decor retailer,Flex Integrated Group LLC,"Mezzanine Floor, Al Rais Shopping Center, Mankhool Road",+97143552220,,all families
Home-decor retailer,Fountain Interior Design,"3rd I/Change, Al Quoz",+97143407313,,all families
Home-decor retailer,Four Direction Ent,Abu Dhabi,+97126265810,,all families
Home-decor retailer,Four Winds International,"LOB 21, JAFZA",+97148812755,,all families
Home-decor retailer,Four Zone Decor LLC,"Warehouse # 1, Al Hibab Road , DIP 2",+97143413920,,all families
Home-decor retailer,Foyer Decor,"Mashreqbank Bldg, Khalifa St",+97126275562,,all families
Home-decor retailer,Free Line Interior Design LLC,"Fahad Bldg, Damascus St, Al Qusais",,,all families
Home-decor retailer,Furnicom Decoration LLC,"Warehouse 7, Darwish Building 1, Northern Sector, Ittihad St, Al Jurf 1",+971529704757,,all families
Home-decor retailer,Fusion Interior Design LLC,"DIP-2, Jebel Ali",+97148820111,,all families
Home-decor retailer,Future Decor LLC,"Near Al Falah Plaza, Muroor St",+97126424911,,all families
Home-decor retailer,Garnet Decor LLC,Al Ittihad Rd,+97142978870,,all families
Home-decor retailer,Gateway Interiors LLC,Al Qusais Indl Area 1,+97142205609,,all families
Home-decor retailer,Gatoof Decoration,"Opp Beach Hotel, Tourist Club Area",+97126459993,,all families
Home-decor retailer,GDM Interiors FZC,SAIF Zone,+97165578044,,all families
Home-decor retailer,Ghori Interiors LLC,"Opp Tasjeel, Al Ghusais Indl Area",+97142675792,,all families
Home-decor retailer,Ghuzlan Emirates Furniture and Decor,Abu Dhabi,+97125500070,,all families
Home-decor retailer,Glo Interiors LLC,Al Quoz 1,+97143805480,,all families
Home-decor retailer,Global Industries FZC,"Phase 1 -Plot 2L-06-07, Hamriyah Free Zone",+971502292954,,all families
Home-decor retailer,Global Sourcing LLC,Marcom Business Center,+97167647105,,all families
Home-decor retailer,Global Team Decor & Maintenance LLC,"Opp DNATA, Deira",+97142958381,,all families
Home-decor retailer,Gold Dust Interiors,Dubai,+97148851911,,all families
Home-decor retailer,Gold Mentis Technical Works LLC,"403-404, B Block, Business Village, Diera",+97142251988,,all families
Home-decor retailer,Golden Arch Decor,"M 3, Bridgestone S/Room Bldg, Near Water & Elec Dept, Passport Rd",+97126427708,,all families
Home-decor retailer,Golden Art Interior Decoration LLC,Dubai,+97142825530,,all families
Home-decor retailer,Golden Crown Decoration,"Opp Navy Gate, Tourist Club Area",+97126451771,,all families
Home-decor retailer,Golden Falcon Fabricators,Al Quoz 4,+97143791661,,all families
Home-decor retailer,Golden Link Decoration,Oud Mehta,,,all families
Home-decor retailer,Golden View Interior Decoration L.L.C.,Mussafah Industrial Area 10,+971505665609,,all families
Home-decor retailer,Goldenbell Interior Design (Int'l) LLC,"105, White Crown Bldg, Sh Zayed Rd",+97143322297,,all families
Home-decor retailer,Gopi Associates Technical Services LLC,"Warehouse No 5, Bldg No 15, Street No 15, Al Quoz Indl Area 4",+97143471340,,all families
Home-decor retailer,GPW Interior Decoration LLC,,+97142677595,,all families
Home-decor retailer,Graff Design,"3rd I/Change, Al Quoz Indl Area 3",+97143386313,,all families
Home-decor retailer,Granada Decor,New Industrial Area,+97167423545,,all families
Home-decor retailer,Great Innovation Technical,"18, France - P 20, International City",+97144534711,,all families
Home-decor retailer,Great Links Technical Services LLC,Al Quoz Industrial Area 4,+971545672221,,all families
Home-decor retailer,Greater United Technical Services LLC,"Office 414, Al Mansori Bldg, Damascus St, Al Qusais",+97142646670,,all families
Home-decor retailer,Green Corner General Trading,"Ethihad Bldg, Next to Al Salam Hospital, Hamdan St",+97126797164,,all families
Home-decor retailer,Green Curve Design + Build,"123, Mardoof Bldg, Al Safa 1",+97143809985,,all families
Home-decor retailer,Green Well Interiors Decoration LLC,,+97143285370,,all families
Home-decor retailer,Green Wood Interior Design LLC,"Bldg No. 1, Near Transgulf Cement Factory, Jebel Ali Indl Area 1",+97148857391,,all families
Home-decor retailer,Grendeur Allen Home Interiors,"Century Plaza Mall, Beach Rd, Jumeirah",+97143421616,,all families
Home-decor retailer,Guide Line Decor,"Next to Emirates Rd, Indl Area 11",+97165360690,,all families
Home-decor retailer,Gulf Painting LLC,"Shop 28, Baglahf Bldg, Opp Al Talal, Nakheel Rd, Deira",+97142274041,,all families
Home-decor retailer,Gulf Prefab Houses Factory LLC,Sajja Indl Area,+97165310030,,all families
Home-decor retailer,Gulf Star International (FZC),"P6-117, SAIF Zone",+97165571977,,all families
Home-decor retailer,Gusto Furniture LLC,"Next to Regent Palace, Opp Burjuman Centre, Karama",+97143576073,,all families
Home-decor retailer,H T S Interior Design LLC,"Near Al Khail Mall, Al Quoz",,,all families
Home-decor retailer,Haji Furniture,"Near INMA, Al Ramool Area, Rashidiya",+97142858892,,all families
Home-decor retailer,Hanaen Decorations,Ajman,+97167419211,,all families
Home-decor retailer,Hard Rock Interior Decorations,Airport Rd,+97124454649,,all families
Home-decor retailer,Harib Hassan Carpentry Workshop,Al Quoz Indl Area 2,+97143881714,,all families
Home-decor retailer,Harmony Interior Design,Abu Dhabi,+97126794882,,all families
Home-decor retailer,HDD Interiors LLC,"I/Change 3, Al Quoz",+97143479070,,all families
Home-decor retailer,Head Quarter Office Furniture and Interiors,"Showroom No. 1 & Mezzanine Floor, Centimeter Cube Blgd, Behind Nissan Showroom, Deira",+97142525528,,all families
Home-decor retailer,Heera Technical Works LLC,"W/H 5, Bhnd Emirates Glass, Al Quoz Indl Area 4",+97143413742,,all families
Home-decor retailer,Heritage Touch,Al Quoz,+97143412080,,all families
Home-decor retailer,Herringbone Interior Decoration LLC,,+97142677371,,all families
Home-decor retailer,Highmoon Office Furniture,"Showroom No 2-213, Umm Suqiem Road, Al Quoz Industrial Area 4",+97143869693,,all families
